negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,pengerang,AZALINA OTHMAN SAID,Barisan Nasional,21738,5010
johor,pengerang,CIKGU IMAM NIZAR,Perikatan Nasional,16728,
johor,pengerang,CHE ZAKARIA BIN MOHD SALLEH,Pakatan Harapan,3374,
