negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,parit sulong,NORAINI AHMAD,Barisan Nasional,25740,2021
johor,parit sulong,DR KARIM,Perikatan Nasional,23719,
johor,parit sulong,MOHD FAIZAL DOLAH,Pakatan Harapan,13495,
