negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,limbang,HASBI BIN HABIBOLLAH,Gabungan Parti Sarawak,14897,9998
sarawak,limbang,RACHA BALANG,Pakatan Harapan,4899,
