negeri,parlimen,calon,parti/gabungan,undi,majoriti
kedah,jerlun,DR. ABD GHANI AHMAD,Perikatan Nasional,31685,20456
kedah,jerlun,OTHMAN BIN AZIZ,Barisan Nasional,11229,
kedah,jerlun,DR. MOHAMED FADZIL MOHD ALI,Pakatan Harapan,6149,
kedah,jerlun,DATO' SERI UTAMA MUKHRIZ MAHATHIR,PARTI PEJUANG TANAHAIR,3144,
