negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,gerik,FATHUL HUZIR AYOB,Perikatan Nasional,15105,1377
perak,gerik,DR ASYRAF WAJDI DUSUKI,Barisan Nasional,13728,
perak,gerik,TARMIZI MOHD JAM,Pakatan Harapan,5779,
