negeri,parlimen,calon,parti/gabungan,undi,majoriti
kelantan,jeli,POK ZAHARI,PARTI ISLAM SE-MALAYSIA,27072,12464
kelantan,jeli,NORWAHIDA PATUAN,Barisan Nasional,14608,
kelantan,jeli,MD RADZI WAHAB,Pakatan Harapan,1140,
kelantan,jeli,PROFESSOR DR IR HJ MAT,PARTI BUMIPUTERA PERKASA MALAYSIA,133,
