negeri,parlimen,calon,parti/gabungan,undi,majoriti
negeri sembilan,seremban,LOKE SIEW FOOK,Pakatan Harapan,63916,30841
negeri sembilan,seremban,HAJI FADLI CHE ME,Perikatan Nasional,33075,
negeri sembilan,seremban,FELICIA WONG,Barisan Nasional,24584,
negeri sembilan,seremban,SJN (B) MOHAMAD JANI,PARTI PEJUANG TANAHAIR,1336,
negeri sembilan,seremban,IZZAT LESLY,BEBAS,373,
