negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,batu gajah,V. SIVAKUMAR,Pakatan Harapan,60999,53836
perak,batu gajah,WOO CHEONG YUEN ,Perikatan Nasional,7163,
perak,batu gajah,TEOH CHIN CHONG,Barisan Nasional,6793,
