negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,tawau,LO SU FUI,GABUNGAN RAKYAT SABAH,19865,3800
sabah,tawau,CHRISTINA LIEW ,Pakatan Harapan,16065,
sabah,tawau,KC CHEN KET CHUIN ,PARTI WARISAN SABAH,11263,
sabah,tawau,MOHD SALLEH BACHO,BEBAS,1776,
sabah,tawau,HERMAN BIN AMDAS,PARTI PEJUANG TANAHAIR,1067,
sabah,tawau,DATO' CHIN CHEE SYN,BEBAS,651,
