negeri,parlimen,calon,parti/gabungan,undi,majoriti
kelantan,rantau panjang,KAK LAH,PARTI ISLAM SE-MALAYSIA,37759,20636
kelantan,rantau panjang,PROF UST ZUL,Barisan Nasional,17123,
kelantan,rantau panjang,DR SHAH,Pakatan Harapan,4256,
kelantan,rantau panjang,DATO' DR. IBRAHIM ALI,PARTI BUMIPUTERA PERKASA MALAYSIA,1216,
kelantan,rantau panjang,DATUK ZAIN,PARTI RAKYAT MALAYSIA,173,
