negeri,parlimen,calon,parti/gabungan,undi,majoriti
wp kuala lumpur,cheras,TAN KOK WAI,Pakatan Harapan,60294,54448
wp kuala lumpur,cheras,RUBY CHIN,Perikatan Nasional,5846,
wp kuala lumpur,cheras,CHONG YEW CHUAN,Barisan Nasional,5606,
