negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,stampin,CHONG CHIENG JEN,PARTI TINDAKAN DEMOKRATIK,39310,7158
sarawak,stampin,LO KHERE CHIANG,Gabungan Parti Sarawak,32152,
sarawak,stampin,LUE CHENG HING,PARTI SARAWAK BERSATU,2291,
