negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,taiping,WONG KAH WOH,Pakatan Harapan,47098,25529
perak,taiping,CIKGU SEE TEAN SENG,Perikatan Nasional,21569,
perak,taiping,NEOW CHOO SEONG,Barisan Nasional,14599,
perak,taiping,LEOW THYE YIH,BEBAS,1154,
perak,taiping,MOHGANAN A/L P MANIKAM,BEBAS,236,
perak,taiping,TS.DR.RAMA,BEBAS,113,
