negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,kota tinggi,KHALED NORDIN ,Barisan Nasional,25410,8390
johor,kota tinggi,RIDHWAN RASMAN,Perikatan Nasional,17020,
johor,kota tinggi,ONN JAAFAR,Pakatan Harapan,4903,
