negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,tanjung piai,WEE JECK SENG,Barisan Nasional,23593,6360
johor,tanjung piai,LIM WEI JIET,IKATAN DEMOKRATIK MALAYSIA,17233,
johor,tanjung piai,NAJWAH HALIMAH,Perikatan Nasional,13762,
