negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,sungai siput,S. KESAVAN,Pakatan Harapan,21637,1846
perak,sungai siput,TAN SRI SA. VIGNESWARAN (TSV),Barisan Nasional,19791,
perak,sungai siput,DATO SRI IRUDIANATHAN,Perikatan Nasional,8190,
perak,sungai siput,AHMAD FAUZI BIN MOHD JAAFAR,PARTI PEJUANG TANAHAIR,784,
perak,sungai siput,INDRANI,BEBAS,614,
perak,sungai siput,HAJI BAHA,BEBAS,598,
perak,sungai siput,RAJAH A/L NARASAIM,BEBAS,35,
