negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,sri gading,CIKGU HUDA,Pakatan Harapan,23242,4000
johor,sri gading,DATUK LASSIM BURHAN,Barisan Nasional,19242,
johor,sri gading,ZANARIYAH ,Perikatan Nasional,18475,
johor,sri gading,MAHDZIR BIN IBRAHIM,PARTI PEJUANG TANAHAIR,305,
