negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,tuaran,MADIUS TANGAU,Pakatan Harapan,24943,233
sabah,tuaran,JONISTON BANGKUAI,GABUNGAN RAKYAT SABAH,24710,
sabah,tuaran,JO-ANNA SUE HENLEY RAMPAS,PARTI WARISAN SABAH,5728,
sabah,tuaran,NOORTAIP BIN SUHAILI @ SUALEE,BEBAS,2008,
sabah,tuaran,MUMININ B. NORBINSHA,PARTI PEJUANG TANAHAIR,445,
sabah,tuaran,BOBY BIN LEWAT,BEBAS,393,
