negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,batang sadong,RODIYAH BINTI SAPIEE,Gabungan Parti Sarawak,18668,14893
sarawak,batang sadong,CIKGU LAHAJI,Pakatan Harapan,3775,
