negeri,parlimen,calon,parti/gabungan,undi,majoriti
pahang,jerantut,IR. HAJI KHAIRIL NIZAM BIN KHIRUDIN,Perikatan Nasional,31701,8092
pahang,jerantut,DATO' MOHD ZUKARMI,Barisan Nasional,23609,
pahang,jerantut,DATO' DR HASSAN BASRI BIN AWANG MAT DAHAN,Pakatan Harapan,11444,
