negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,sarikei,HUANG TIONG SII,Gabungan Parti Sarawak,20080,3697
sarawak,sarikei,RODERICK WONG SIEW LEAD,PARTI TINDAKAN DEMOKRATIK,16383,
