negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,hulu rajang,UGAK ANAK KUMBONG,Gabungan Parti Sarawak,15456,7505
sarawak,hulu rajang,ABUN SUI ANYIT,Pakatan Harapan,7951,
