negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,lenggong,DR SHAMSUL ANUAR NASARAH,Barisan Nasional,12588,879
perak,lenggong,USTAZ RIF'AAT RAZMAN,Perikatan Nasional,11709,
perak,lenggong,JUREY LATIFF ROSLI,Pakatan Harapan,3382,
