negeri,parlimen,calon,parti/gabungan,undi,majoriti
melaka,masjid tanah,MAS ERMIEYATI,Perikatan Nasional,25604,4411
melaka,masjid tanah,ABDUL HAKIM BIN ABDUL WAHID,Barisan Nasional,21193,
melaka,masjid tanah,MUTALIB UTHMAN ,IKATAN DEMOKRATIK MALAYSIA,7445,
melaka,masjid tanah,HANDRAWIRAWAN BIN ABU BAKAR,PARTI PEJUANG TANAHAIR,507,
