negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,kuala kangsar,ISKANDAR DZULKARNAIN,Perikatan Nasional,14380,3566
perak,kuala kangsar,MASLIN SHAM BIN RAZMAN,Barisan Nasional,10814,
perak,kuala kangsar,DR. AHMAD TERMIZI RAMLI,Pakatan Harapan,10356,
perak,kuala kangsar,DR YUSMALIA BT MOHAMAD YUSOF,PARTI PEJUANG TANAHAIR,204,
