negeri,parlimen,calon,parti/gabungan,undi,majoriti
perlis,arau,SHAHIDAN BIN KASSIM,Perikatan Nasional,31458,23216
perlis,arau,ROZABIL @ TOK BEN,Barisan Nasional,8242,
perlis,arau,FATHIN AMELINA BINTI FAZLIE,Pakatan Harapan,7089,
