negeri,parlimen,calon,parti/gabungan,undi,majoriti
perlis,kangar,CIKGU ZAKRI ,Perikatan Nasional,24562,9192
perlis,kangar,DR FATHUL BARI,Barisan Nasional,15370,
perlis,kangar,AMIN AHMAD,Pakatan Harapan,15143,
perlis,kangar,USTAZ NUR SULAIMAN BIN ZOLKAPLI,PARTI PEJUANG TANAHAIR,708,
perlis,kangar,PROF. DR. ROHIMI SHAPIEE,PARTI WARISAN SABAH,417,
