negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,lumut,KOMANDER (B) NORDIN BIN AHMAD ISMAIL,Perikatan Nasional,25212,363
perak,lumut,DR ZAMBRY ABD KADIR,Barisan Nasional,24849,
perak,lumut,DR HATTA RAMLI,Pakatan Harapan,20358,
perak,lumut,MAZLAN ABD GHANI,PARTI PEJUANG TANAHAIR,385,
perak,lumut,KOMANDER ISNIN ISMAIL IBRAHIM KHAN,PARTI WARISAN SABAH,358,
