negeri,parlimen,calon,parti/gabungan,undi,majoriti
selangor,puchong,YEO BEE YIN,Pakatan Harapan,79425,57957
selangor,puchong,DATUK SERI HAJI SYED IBRAHIM ,Barisan Nasional,21468,
selangor,puchong,JIMMY CHEW JYH GANG,Perikatan Nasional,18263,
selangor,puchong,UNCLE KENTANG,BEBAS,1793,
