negeri,parlimen,calon,parti/gabungan,undi,majoriti
selangor,petaling jaya,LEE CHEAN CHUNG,Pakatan Harapan,83311,50575
selangor,petaling jaya,DATO THENG BOOK,Perikatan Nasional,32736,
selangor,petaling jaya,CHEW HIAN TAT,Barisan Nasional,23253,
selangor,petaling jaya,MAZWEEN MOKHTAR,PARTI PEJUANG TANAHAIR,4052,
selangor,petaling jaya,DATUK EZAM MOHD NOR,PARTI RAKYAT MALAYSIA,2049,
selangor,petaling jaya,DR. K. J. JOHN,BEBAS,461,
