negeri,parlimen,calon,parti/gabungan,undi,majoriti
negeri sembilan,jelebu,JALALUDDIN BIN ALIAS,Barisan Nasional,21805,8125
negeri sembilan,jelebu,DATO' ZULKEFLY OMAR,Pakatan Harapan,13680,
negeri sembilan,jelebu,ZAHARUDDIN BABA SAMION ,Perikatan Nasional,9596,
negeri sembilan,jelebu,AHMAD FAKHRI,PARTI PEJUANG TANAHAIR,253,
