negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,tanjong manis,IR. YUSUF ABD WAHAB,Gabungan Parti Sarawak,16474,13908
sarawak,tanjong manis,USTAZAH ZAINAB,Pakatan Harapan,2566,
