negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,semporna,MOHD SHAFIE APDAL,PARTI WARISAN SABAH,28702,20810
sabah,semporna,NIXON BIN ABDUL HABI,GABUNGAN RAKYAT SABAH,7892,
sabah,semporna,ARASTAM BIN PANDOROG,Pakatan Harapan,1848,
sabah,semporna,AB RAJIK AB HAMID,PARTI PEJUANG TANAHAIR,467,
