negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,sepanggar,MUSTAPHA SAKMUD,Pakatan Harapan,27022,7042
sabah,sepanggar,YAKUB KHAN,Barisan Nasional,19980,
sabah,sepanggar,MOHD AZIS JAMMAN,PARTI WARISAN SABAH,18594,
sabah,sepanggar,JUMARDIE LUKMAN,PARTI KESEJAHTERAAN DEMOKRATIK MASYARAKAT,3977,
sabah,sepanggar,YUSOF BIN KUNCHANG,PARTI PEJUANG TANAHAIR,731,
