negeri,parlimen,calon,parti/gabungan,undi,majoriti
wp kuala lumpur,titiwangsa,DATUK SERI JOHARI GHANI,Barisan Nasional,25042,4632
wp kuala lumpur,titiwangsa,KHALID ABD SAMAD,Pakatan Harapan,20410,
wp kuala lumpur,titiwangsa,DR. ROSNI ADAM,Perikatan Nasional,14518,
wp kuala lumpur,titiwangsa,DATO' SRI KHAIRUDDIN BIN ABU HASSAN,PARTI PEJUANG TANAHAIR,888,
