negeri,parlimen,calon,parti/gabungan,undi,majoriti
kedah,sik,AHMAD TARMIZI SULAIMAN,Perikatan Nasional,34606,21787
kedah,sik,MAIZATULAKMAM BINTI OTHMAN @ IBRAHIM,Barisan Nasional,12819,
kedah,sik,DATO' LATIFAH MD YATIM,Pakatan Harapan,3736,
