negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,sibuti,LUKANISMAN BIN AWANG SAUNI,Gabungan Parti Sarawak,22150,11745
sarawak,sibuti,ZULHAIDAH SUBOH,Pakatan Harapan,10405,
sarawak,sibuti,BOBBY ANAK WILLIAM,PARTI BANSA DAYAK SARAWAK,1361,
