negeri,parlimen,calon,parti/gabungan,undi,majoriti
terengganu,marang,TUAN GURU HAJI ABDUL HADI AWANG,PARTI ISLAM SE-MALAYSIA,73115,41729
terengganu,marang,JASMIRA OTHMAN,Barisan Nasional,31386,
terengganu,marang,USTAZ AZHAR AB SHUKUR,Pakatan Harapan,4140,
terengganu,marang,DR.ZARAWI BIN SULONG,PARTI PEJUANG TANAHAIR,427,
