negeri,parlimen,calon,parti/gabungan,undi,majoriti
wp kuala lumpur,lembah pantai,FAHMI FADZIL,Pakatan Harapan,35359,13912
wp kuala lumpur,lembah pantai,RAMLAN ASKOLANI,Barisan Nasional,21447,
wp kuala lumpur,lembah pantai,HAJI FAUZI ABU BAKAR,Perikatan Nasional,19098,
wp kuala lumpur,lembah pantai,DR. ASMAH,PARTI PEJUANG TANAHAIR,810,
