negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,julau,LARRY SOON @ LARRY SNG WEI SHIEN,PARTI BANGSA MALAYSIA,9159,1340
sarawak,julau,JOSEPH SALANG,Gabungan Parti Sarawak,7819,
sarawak,julau,ELLY LAWAI NGALAI,BEBAS,5224,
sarawak,julau,SUSAN ANAK GEORGE,PARTI BANSA DAYAK SARAWAK,335,
