negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,selangau,EDWIN ANAK BANTA,Gabungan Parti Sarawak,16078,4986
sarawak,selangau,UMPANG ANAK SABANG,Pakatan Harapan,11092,
sarawak,selangau,HENRY JOSEPH USAU,BEBAS,1626,
