negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,kalabakan,ANDI MUHAMMAD SURYADY BIN BANDY,Barisan Nasional,23855,9100
sabah,kalabakan,MA'MUN BIN SULAIMAN,PARTI WARISAN SABAH,14755,
sabah,kalabakan,NORAINI ABD GHAPUR,Pakatan Harapan,9398,
sabah,kalabakan,DR NUR AINI ABD RAHMAN (MD),PARTI PEJUANG TANAHAIR,1681,
sabah,kalabakan,DATO MUHAMAD,BEBAS,341,
