negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,batu sapi,KHAIRUL FIRDAUS AKBAR KHAN,GABUNGAN RAKYAT SABAH,12152,4821
sabah,batu sapi,LIAU FUI FUI,Pakatan Harapan,7331,
sabah,batu sapi,ALIAS BIN SANI,PARTI WARISAN SABAH,7218,
sabah,batu sapi,BONI YUSUF JUANICO ABDULLAH,PARTI PEJUANG TANAHAIR,176,
sabah,batu sapi,IR. HJ. OTHMAN HJ. AHMAD,BEBAS,160,
