negeri,parlimen,calon,parti/gabungan,undi,majoriti
pulau pinang,tanjong,LIM HUI YING,Pakatan Harapan,31968,28754
pulau pinang,tanjong,TAN KIM NEE,Barisan Nasional,3214,
pulau pinang,tanjong,AH LENG,Perikatan Nasional,2501,
