negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,pulai,DATUK SERI SALAHUDDIN AYUB,Pakatan Harapan,64900,33174
johor,pulai,NUR JAZLAN,Barisan Nasional,31726,
johor,pulai,LOH KAH YONG,Perikatan Nasional,20677,
