negeri,parlimen,calon,parti/gabungan,undi,majoriti
pulau pinang,bukit mertajam,STEVEN SIM CHEE KEONG,Pakatan Harapan,71722,57685
pulau pinang,bukit mertajam,STEVEN KOH,Perikatan Nasional,14037,
pulau pinang,bukit mertajam,AH PANG,Barisan Nasional,6986,
