negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,papar,DATUK ARMIZAN BIN MOHD ALI,GABUNGAN RAKYAT SABAH,22620,12224
sabah,papar,HJ. AHMAD HASSAN,PARTI WARISAN SABAH,10396,
sabah,papar,HENRY SHIM,Pakatan Harapan,9144,
sabah,papar,NICHOLAS SYLVESTER @ BERRY,PARTI PEJUANG TANAHAIR,783,
sabah,papar,JOHNNY SITAMIN,BEBAS,335,
sabah,papar,NORBERT CHIN,BEBAS,231,
