negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,bakri,TAN HONG PIN,Pakatan Harapan,36636,19254
johor,bakri,CHRIS LEE CHING YONG,Barisan Nasional,17382,
johor,bakri,R. S. CHELVA,Perikatan Nasional,17222,
johor,bakri,HARON JAFFAR,BEBAS,1900,
