negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,iskandar puteri,LIEW CHIN TONG,Pakatan Harapan,96819,60036
johor,iskandar puteri,DATUK JASON TEOH,Barisan Nasional,36783,
johor,iskandar puteri,JASHEN TAN,Perikatan Nasional,30078,
